election,sample_size,institute,date,party,support,election_date,days_to_election
1957,,allensbach,1956-05-15,cdu,41,1957-09-15,488
1957,,allensbach,1956-09-15,gru,,1957-09-15,365
1957,,allensbach,1954-11-15,fdp,11,1957-09-15,1035
1957,,allensbach,1956-05-15,fdp,9,1957-09-15,488
1957,,allensbach,1955-05-15,cdu,41,1957-09-15,854
1957,,allensbach,1953-12-15,oth,13,1957-09-15,1370
1957,,allensbach,1956-04-15,cdu,42,1957-09-15,518
1957,,allensbach,1954-12-15,cdu,41,1957-09-15,1005
1957,,allensbach,1956-11-15,gru,,1957-09-15,304
1957,,allensbach,1955-03-15,cdu,40,1957-09-15,915
1961,1000,allensbach,1961-09-14,cdu,43,1961-09-17,3
1961,,allensbach,1960-06-15,fdp,6,1961-09-17,459
1961,,allensbach,1961-07-15,oth,4,1961-09-17,64
1961,,allensbach,1958-12-15,oth,9,1961-09-17,1007
1961,,allensbach,1960-03-15,fdp,6,1961-09-17,551
1961,,allensbach,1961-06-15,cdu,49,1961-09-17,94
1961,,allensbach,1958-04-15,fdp,8,1961-09-17,1251
1961,,allensbach,1961-06-15,oth,5,1961-09-17,94
1961,,allensbach,1960-05-15,fdp,6,1961-09-17,490
1961,,allensbach,1960-05-15,spd,42,1961-09-17,490
1961,,allensbach,1960-01-15,oth,7,1961-09-17,611
1961,,allensbach,1959-03-15,lin,,1961-09-17,917
1961,,allensbach,1958-01-15,oth,9,1961-09-17,1341
1961,,allensbach,1960-01-15,fdp,8,1961-09-17,611
1961,,allensbach,1958-07-15,fdp,7,1961-09-17,1160
1961,,allensbach,1959-11-15,oth,8,1961-09-17,672
1961,,allensbach,1961-02-15,oth,5,1961-09-17,214
1961,,allensbach,1959-05-15,fdp,6,1961-09-17,856
1961,,allensbach,1959-08-15,oth,8,1961-09-17,764
1961,,allensbach,1958-05-15,lin,,1961-09-17,1221
1961,1000,allensbach,1961-08-12,cdu,50,1961-09-17,36
1961,,allensbach,1958-11-15,oth,10,1961-09-17,1037
1961,,allensbach,1960-10-15,fdp,7,1961-09-17,337
1961,,allensbach,1959-01-15,oth,7,1961-09-17,976
1961,,allensbach,1958-05-15,fdp,9,1961-09-17,1221
1961,,allensbach,1959-12-15,oth,6,1961-09-17,642
1961,1000,allensbach,1961-08-12,oth,4,1961-09-17,36
1961,,allensbach,1961-05-15,oth,5,1961-09-17,125
1961,,allensbach,1960-07-15,fdp,5,1961-09-17,429
1961,,allensbach,1959-09-15,oth,8,1961-09-17,733
1961,,allensbach,1959-04-15,lin,,1961-09-17,886
1961,,allensbach,1960-02-15,fdp,8,1961-09-17,580
1961,,allensbach,1961-03-15,oth,6,1961-09-17,186
1961,,allensbach,1959-07-15,fdp,7,1961-09-17,795
1961,,allensbach,1959-06-15,fdp,7,1961-09-17,825
1961,,allensbach,1961-01-15,fdp,6,1961-09-17,245
1961,,allensbach,1960-09-15,fdp,6,1961-09-17,367
1961,,allensbach,1960-02-15,oth,8,1961-09-17,580
1961,,allensbach,1959-04-15,fdp,7,1961-09-17,886
1961,,allensbach,1959-02-15,fdp,6,1961-09-17,945
1961,,allensbach,1961-05-15,cdu,51,1961-09-17,125
1961,,allensbach,1958-08-15,fdp,8,1961-09-17,1129
1961,,allensbach,1958-09-15,fdp,7,1961-09-17,1098
1961,,allensbach,1958-04-15,spd,40,1961-09-17,1251
1961,,allensbach,1959-08-15,fdp,7,1961-09-17,764
1961,,allensbach,1958-03-15,fdp,8,1961-09-17,1282
1961,,allensbach,1958-02-15,fdp,9,1961-09-17,1310
1961,,allensbach,1960-06-15,oth,7,1961-09-17,459
1961,,allensbach,1960-05-15,oth,7,1961-09-17,490
1961,,allensbach,1959-02-15,oth,6,1961-09-17,945
1961,,allensbach,1960-08-15,cdu,47,1961-09-17,398
1961,,allensbach,1960-06-15,cdu,44,1961-09-17,459
1961,1000,allensbach,1961-08-12,fdp,8,1961-09-17,36
1961,,allensbach,1958-04-15,lin,,1961-09-17,1251
1961,,allensbach,1958-11-15,fdp,7,1961-09-17,1037
1961,,allensbach,1958-04-15,oth,10,1961-09-17,1251
1961,,allensbach,1958-03-15,oth,7,1961-09-17,1282
1961,,allensbach,1958-02-15,oth,9,1961-09-17,1310
1961,,allensbach,1959-03-15,oth,7,1961-09-17,917
1961,,allensbach,1959-09-15,cdu,44,1961-09-17,733
1961,1000,allensbach,1961-09-14,oth,15,1961-09-17,3
1961,,allensbach,1957-10-15,oth,9,1961-09-17,1433
1961,,allensbach,1961-03-15,lin,,1961-09-17,186
1961,,allensbach,1961-04-15,oth,6,1961-09-17,155
1961,,allensbach,1961-01-15,oth,5,1961-09-17,245
1961,,allensbach,1958-02-15,lin,,1961-09-17,1310
1961,,allensbach,1960-09-15,oth,6,1961-09-17,367
1961,,allensbach,1960-08-15,oth,6,1961-09-17,398
1961,,allensbach,1960-07-15,oth,7,1961-09-17,429
1961,,allensbach,1959-10-15,cdu,44,1961-09-17,703
1961,,allensbach,1960-03-15,lin,,1961-09-17,551
1961,,allensbach,1960-03-15,oth,7,1961-09-17,551
1961,,allensbach,1959-11-15,lin,,1961-09-17,672
1961,,allensbach,1959-03-15,fdp,6,1961-09-17,917
1961,,allensbach,1961-07-15,cdu,49,1961-09-17,64
1961,,allensbach,1959-01-15,fdp,6,1961-09-17,976
1961,,allensbach,1958-10-15,fdp,7,1961-09-17,1068
1961,,allensbach,1957-12-15,cdu,51,1961-09-17,1372
1961,,allensbach,1961-04-15,cdu,45,1961-09-17,155
1961,,allensbach,1959-07-15,oth,8,1961-09-17,795
1961,,allensbach,1960-10-15,oth,5,1961-09-17,337
1961,,allensbach,1959-05-15,oth,6,1961-09-17,856
1961,,allensbach,1960-10-15,cdu,45,1961-09-17,337
1961,,allensbach,1958-10-15,lin,,1961-09-17,1068
1961,,allensbach,1957-10-15,fdp,8,1961-09-17,1433
1961,,allensbach,1960-07-15,cdu,45,1961-09-17,429
1961,,allensbach,1958-07-15,lin,,1961-09-17,1160
1961,,allensbach,1960-05-15,cdu,45,1961-09-17,490
1961,,allensbach,1958-10-15,oth,7,1961-09-17,1068
1961,,allensbach,1958-03-15,lin,,1961-09-17,1282
1961,,allensbach,1958-08-15,oth,6,1961-09-17,1129
1961,,allensbach,1958-07-15,oth,8,1961-09-17,1160
1961,,allensbach,1957-12-15,lin,,1961-09-17,1372
1961,,allensbach,1957-10-15,lin,,1961-09-17,1433
1961,,allensbach,1961-07-15,lin,,1961-09-17,64
1961,,allensbach,1961-06-15,lin,,1961-09-17,94
1961,,allensbach,1961-05-15,lin,,1961-09-17,125
1961,,allensbach,1961-02-15,lin,,1961-09-17,214
1961,,allensbach,1959-12-15,fdp,6,1961-09-17,642
1961,,allensbach,1959-09-15,fdp,6,1961-09-17,733
1961,,allensbach,1959-10-15,fdp,5,1961-09-17,703
1961,,allensbach,1960-11-15,oth,6,1961-09-17,306
1961,,allensbach,1959-03-15,spd,35,1961-09-17,917
1961,,allensbach,1958-09-15,cdu,50,1961-09-17,1098
1961,,allensbach,1960-02-15,lin,,1961-09-17,580
1961,,allensbach,1960-01-15,lin,,1961-09-17,611
1961,,allensbach,1958-09-15,spd,37,1961-09-17,1098
1961,,allensbach,1958-08-15,spd,37,1961-09-17,1129
1961,,allensbach,1958-12-15,fdp,7,1961-09-17,1007
1961,,allensbach,1959-05-15,lin,,1961-09-17,856
1961,,allensbach,1959-04-15,gru,,1961-09-17,886
1961,,allensbach,1959-02-15,lin,,1961-09-17,945
1961,,allensbach,1959-04-15,oth,9,1961-09-17,886
1961,,allensbach,1961-07-15,spd,39,1961-09-17,64
1961,,allensbach,1961-06-15,spd,39,1961-09-17,94
1961,,allensbach,1960-09-15,cdu,43,1961-09-17,367
1961,,allensbach,1958-09-15,lin,,1961-09-17,1098
1961,,allensbach,1958-08-15,lin,,1961-09-17,1129
1961,1000,allensbach,1961-09-14,fdp,,1961-09-17,3
1961,,allensbach,1958-09-15,oth,6,1961-09-17,1098
1961,,allensbach,1961-05-15,fdp,8,1961-09-17,125
1961,,allensbach,1958-05-15,oth,8,1961-09-17,1221
1961,,allensbach,1961-02-15,fdp,5,1961-09-17,214
1961,,allensbach,1959-11-15,cdu,46,1961-09-17,672
1961,,allensbach,1960-12-15,fdp,6,1961-09-17,276
1961,,allensbach,1960-08-15,fdp,6,1961-09-17,398
1961,,allensbach,1960-11-15,fdp,5,1961-09-17,306
1961,,allensbach,1959-07-15,cdu,46,1961-09-17,795
1961,,allensbach,1959-05-15,cdu,47,1961-09-17,856
1961,,allensbach,1959-11-15,fdp,7,1961-09-17,672
1961,,allensbach,1958-12-15,cdu,44,1961-09-17,1007
1961,,allensbach,1958-11-15,cdu,47,1961-09-17,1037
1961,,allensbach,1960-12-15,oth,5,1961-09-17,276
1961,,allensbach,1958-10-15,cdu,50,1961-09-17,1068
1961,,allensbach,1960-05-15,lin,,1961-09-17,490
1961,,allensbach,1959-04-15,spd,37,1961-09-17,886
1961,,allensbach,1959-02-15,spd,42,1961-09-17,945
1961,,allensbach,1959-12-15,lin,,1961-09-17,642
1961,,allensbach,1958-12-15,spd,40,1961-09-17,1007
1961,,allensbach,1958-11-15,spd,36,1961-09-17,1037
1961,,allensbach,1959-08-15,gru,,1961-09-17,764
1961,,allensbach,1959-06-15,lin,,1961-09-17,825
1961,,allensbach,1959-06-15,oth,8,1961-09-17,825
1961,,allensbach,1959-10-15,oth,8,1961-09-17,703
1961,,allensbach,1961-01-15,cdu,52,1961-09-17,245
1961,,allensbach,1958-11-15,lin,,1961-09-17,1037
1961,,allensbach,1957-12-15,fdp,8,1961-09-17,1372
1961,,allensbach,1958-10-15,gru,,1961-09-17,1068
1961,,allensbach,1958-07-15,gru,,1961-09-17,1160
1961,,allensbach,1958-05-15,gru,,1961-09-17,1221
1961,,allensbach,1958-02-15,gru,,1961-09-17,1310
1961,,allensbach,1960-03-15,cdu,44,1961-09-17,551
1961,,allensbach,1958-01-15,lin,,1961-09-17,1341
1961,,allensbach,1961-03-15,fdp,9,1961-09-17,186
1961,1000,allensbach,1961-09-14,lin,,1961-09-17,3
1961,,allensbach,1957-12-15,oth,10,1961-09-17,1372
1961,,allensbach,1959-08-15,cdu,46,1961-09-17,764
1961,,allensbach,1958-07-15,cdu,46,1961-09-17,1160
1961,,allensbach,1959-06-15,cdu,47,1961-09-17,825
1961,,allensbach,1961-04-15,lin,,1961-09-17,155
1961,,allensbach,1959-04-15,cdu,47,1961-09-17,886
1961,,allensbach,1959-03-15,cdu,52,1961-09-17,917
1961,,allensbach,1960-09-15,lin,,1961-09-17,367
1961,,allensbach,1960-08-15,gru,,1961-09-17,398
1961,,allensbach,1960-05-15,gru,,1961-09-17,490
1961,,allensbach,1960-06-15,lin,,1961-09-17,459
1961,,allensbach,1959-06-15,spd,38,1961-09-17,825
1961,,allensbach,1960-03-15,gru,,1961-09-17,551
1961,,allensbach,1960-02-15,gru,,1961-09-17,580
1961,,allensbach,1959-01-15,spd,41,1961-09-17,976
1961,,allensbach,1961-05-15,spd,36,1961-09-17,125
1961,,allensbach,1958-05-15,cdu,46,1961-09-17,1221
1961,,allensbach,1958-10-15,spd,36,1961-09-17,1068
1961,,allensbach,1959-09-15,lin,,1961-09-17,733
1961,,allensbach,1959-05-15,gru,,1961-09-17,856
1961,,allensbach,1958-01-15,cdu,50,1961-09-17,1341
1961,,allensbach,1961-03-15,cdu,44,1961-09-17,186
1961,1000,allensbach,1961-09-14,spd,42,1961-09-17,3
1961,1000,allensbach,1961-08-12,spd,38,1961-09-17,36
1961,,allensbach,1958-01-15,fdp,7,1961-09-17,1341
1961,,allensbach,1958-11-15,gru,,1961-09-17,1037
1961,,allensbach,1958-08-15,cdu,49,1961-09-17,1129
1961,,allensbach,1957-12-15,spd,31,1961-09-17,1372
1961,,allensbach,1958-09-15,gru,,1961-09-17,1098
1961,,allensbach,1961-03-15,spd,41,1961-09-17,186
1961,,allensbach,1961-02-15,spd,41,1961-09-17,214
1961,,allensbach,1961-01-15,spd,37,1961-09-17,245
1961,,allensbach,1958-01-15,gru,,1961-09-17,1341
1961,,allensbach,1959-12-15,cdu,48,1961-09-17,642
1961,1000,allensbach,1961-08-12,lin,,1961-09-17,36
1961,,allensbach,1960-06-15,spd,43,1961-09-17,459
1961,,allensbach,1960-03-15,spd,43,1961-09-17,551
1961,,allensbach,1961-05-15,gru,,1961-09-17,125
1961,,allensbach,1960-01-15,spd,42,1961-09-17,611
1961,,allensbach,1959-12-15,spd,40,1961-09-17,642
1961,,allensbach,1961-01-15,lin,,1961-09-17,245
1961,,allensbach,1960-09-15,gru,,1961-09-17,367
1961,,allensbach,1960-07-15,lin,,1961-09-17,429
1961,,allensbach,1960-06-15,gru,,1961-09-17,459
1961,,allensbach,1960-07-15,gru,,1961-09-17,429
1961,,allensbach,1959-05-15,spd,41,1961-09-17,856
1961,,allensbach,1961-07-15,gru,,1961-09-17,64
1961,,allensbach,1957-10-15,spd,31,1961-09-17,1433
1961,,allensbach,1958-04-15,cdu,42,1961-09-17,1251
1961,,allensbach,1959-08-15,lin,,1961-09-17,764
1961,,allensbach,1959-07-15,lin,,1961-09-17,795
1961,,allensbach,1958-07-15,spd,39,1961-09-17,1160
1961,,allensbach,1958-05-15,spd,37,1961-09-17,1221
1961,,allensbach,1957-10-15,cdu,52,1961-09-17,1433
1961,,allensbach,1959-01-15,lin,,1961-09-17,976
1961,,allensbach,1958-12-15,lin,,1961-09-17,1007
1961,,allensbach,1958-12-15,gru,,1961-09-17,1007
1961,,allensbach,1961-02-15,cdu,49,1961-09-17,214
1961,,allensbach,1960-01-15,gru,,1961-09-17,611
1961,,allensbach,1961-06-15,gru,,1961-09-17,94
1961,,allensbach,1958-08-15,gru,,1961-09-17,1129
1961,,allensbach,1961-04-15,spd,40,1961-09-17,155
1961,,allensbach,1961-07-15,fdp,8,1961-09-17,64
1961,,allensbach,1961-06-15,fdp,7,1961-09-17,94
1961,,allensbach,1960-02-15,cdu,43,1961-09-17,580
1961,,allensbach,1961-04-15,fdp,9,1961-09-17,155
1961,,allensbach,1960-09-15,spd,45,1961-09-17,367
1961,1000,allensbach,1961-08-12,gru,,1961-09-17,36
1961,,allensbach,1960-08-15,spd,41,1961-09-17,398
1961,,allensbach,1960-12-15,cdu,52,1961-09-17,276
1961,,allensbach,1960-11-15,cdu,46,1961-09-17,306
1961,,allensbach,1959-12-15,gru,,1961-09-17,642
1961,,allensbach,1961-04-15,gru,,1961-09-17,155
1961,,allensbach,1961-03-15,gru,,1961-09-17,186
1961,,allensbach,1961-02-15,gru,,1961-09-17,214
1961,,allensbach,1960-10-15,lin,,1961-09-17,337
1961,,allensbach,1960-11-15,gru,,1961-09-17,306
1961,,allensbach,1959-07-15,spd,39,1961-09-17,795
1961,,allensbach,1960-08-15,lin,,1961-09-17,398
1961,,allensbach,1960-10-15,gru,,1961-09-17,337
1961,,allensbach,1960-07-15,spd,43,1961-09-17,429
1961,,allensbach,1958-01-15,spd,34,1961-09-17,1341
1961,,allensbach,1959-06-15,gru,,1961-09-17,825
1961,,allensbach,1958-02-15,cdu,47,1961-09-17,1310
1961,,allensbach,1959-10-15,gru,,1961-09-17,703
1961,,allensbach,1959-07-15,gru,,1961-09-17,795
1961,,allensbach,1959-03-15,gru,,1961-09-17,917
1961,,allensbach,1958-03-15,gru,,1961-09-17,1282
1961,,allensbach,1959-10-15,lin,,1961-09-17,703
1961,1000,allensbach,1961-09-14,gru,,1961-09-17,3
1961,,allensbach,1958-03-15,spd,36,1961-09-17,1282
1961,,allensbach,1960-02-15,spd,41,1961-09-17,580
1961,,allensbach,1959-09-15,gru,,1961-09-17,733
1961,,allensbach,1960-12-15,spd,37,1961-09-17,276
1961,,allensbach,1959-11-15,gru,,1961-09-17,672
1961,,allensbach,1957-12-15,gru,,1961-09-17,1372
1961,,allensbach,1960-01-15,cdu,43,1961-09-17,611
1961,,allensbach,1960-10-15,spd,43,1961-09-17,337
1961,,allensbach,1959-01-15,cdu,46,1961-09-17,976
1961,,allensbach,1959-10-15,spd,43,1961-09-17,703
1961,,allensbach,1958-02-15,spd,35,1961-09-17,1310
1961,,allensbach,1959-01-15,gru,,1961-09-17,976
1961,,allensbach,1960-11-15,spd,43,1961-09-17,306
1961,,allensbach,1957-10-15,gru,,1961-09-17,1433
1961,,allensbach,1959-08-15,spd,39,1961-09-17,764
1961,,allensbach,1960-11-15,lin,,1961-09-17,306
1961,,allensbach,1958-03-15,cdu,49,1961-09-17,1282
1961,,allensbach,1959-02-15,cdu,46,1961-09-17,945
1961,,allensbach,1958-04-15,gru,,1961-09-17,1251
1961,,allensbach,1959-09-15,spd,42,1961-09-17,733
1961,,allensbach,1961-01-15,gru,,1961-09-17,245
1961,,allensbach,1960-12-15,lin,,1961-09-17,276
1961,,allensbach,1959-02-15,gru,,1961-09-17,945
1961,,allensbach,1960-12-15,gru,,1961-09-17,276
1961,,allensbach,1959-11-15,spd,39,1961-09-17,672
1965,,allensbach,1964-09-15,gru,,1965-09-19,369
1965,,allensbach,1962-09-15,cdu,47,1965-09-19,1100
1965,,allensbach,1964-12-15,gru,,1965-09-19,278
1965,,allensbach,1961-10-15,cdu,45,1965-09-19,1435
1965,,allensbach,1963-10-15,gru,,1965-09-19,705
1965,,allensbach,1964-10-15,gru,,1965-09-19,339
1965,,allensbach,1963-05-15,cdu,41,1965-09-19,858
1965,,allensbach,1962-11-15,cdu,44,1965-09-19,1039
1965,,allensbach,1965-01-15,gru,,1965-09-19,247
1965,,allensbach,1964-11-15,spd,47,1965-09-19,308
1965,,allensbach,1963-04-15,cdu,43,1965-09-19,888
1965,,allensbach,1964-01-15,gru,,1965-09-19,613
1965,,allensbach,1965-02-15,spd,47,1965-09-19,216
1965,,allensbach,1965-01-15,spd,46,1965-09-19,247
1965,,allensbach,1963-09-15,cdu,42,1965-09-19,735
1965,,allensbach,1963-11-15,gru,,1965-09-19,674
1965,,allensbach,1962-08-15,gru,,1965-09-19,1131
1965,,allensbach,1962-11-15,oth,4,1965-09-19,1039
1965,,allensbach,1964-10-15,spd,50,1965-09-19,339
1965,,allensbach,1965-08-15,spd,43.5,1965-09-19,35
1965,,allensbach,1962-09-15,gru,,1965-09-19,1100
1965,,allensbach,1961-12-15,oth,4,1965-09-19,1374
1965,,allensbach,1965-06-15,gru,,1965-09-19,96
1965,,allensbach,1965-06-15,spd,44,1965-09-19,96
1965,,allensbach,1962-03-15,cdu,46,1965-09-19,1284
1965,,allensbach,1963-02-15,oth,3,1965-09-19,947
1965,,allensbach,1962-02-15,cdu,48,1965-09-19,1312
1965,,allensbach,1965-04-15,lin,,1965-09-19,157
1965,,allensbach,1965-02-15,gru,,1965-09-19,216
1965,,allensbach,1961-12-15,cdu,43,1965-09-19,1374
1965,,allensbach,1963-07-15,cdu,41,1965-09-19,797
1965,,allensbach,1963-02-15,cdu,46,1965-09-19,947
1965,,allensbach,1962-06-15,gru,,1965-09-19,1192
1965,,allensbach,1961-10-15,oth,4,1965-09-19,1435
1965,,allensbach,1965-07-15,lin,,1965-09-19,66
1965,,allensbach,1963-05-15,gru,,1965-09-19,858
1965,,allensbach,1965-05-15,gru,,1965-09-19,127
1965,,allensbach,1963-12-15,oth,3,1965-09-19,644
1965,,allensbach,1964-05-15,gru,,1965-09-19,492
1965,,allensbach,1964-11-15,oth,3,1965-09-19,308
1965,,allensbach,1964-04-15,gru,,1965-09-19,522
1965,,allensbach,1964-03-15,gru,,1965-09-19,553
1965,,allensbach,1963-12-15,gru,,1965-09-19,644
1965,,allensbach,1964-07-15,oth,4,1965-09-19,431
1965,,allensbach,1964-04-15,oth,4,1965-09-19,522
1965,,allensbach,1965-07-15,spd,43,1965-09-19,66
1965,,allensbach,1964-03-15,oth,4,1965-09-19,553
1965,,allensbach,1963-04-15,gru,,1965-09-19,888
1965,,allensbach,1965-08-15,lin,,1965-09-19,35
1965,,allensbach,1965-04-15,gru,,1965-09-19,157
1965,,allensbach,1965-05-15,spd,42,1965-09-19,127
1965,,allensbach,1963-05-15,oth,5,1965-09-19,858
1965,,allensbach,1965-04-15,spd,43,1965-09-19,157
1965,,allensbach,1965-03-15,spd,44,1965-09-19,188
1965,,allensbach,1964-10-15,cdu,43,1965-09-19,339
1965,,allensbach,1962-04-15,fdp,9,1965-09-19,1253
1965,,allensbach,1964-12-15,spd,45,1965-09-19,278
1965,,allensbach,1962-12-15,oth,4,1965-09-19,1009
1965,,allensbach,1963-07-15,gru,,1965-09-19,797
1965,,allensbach,1964-06-15,cdu,46,1965-09-19,461
1965,,allensbach,1965-07-15,gru,,1965-09-19,66
1965,,allensbach,1963-07-15,lin,,1965-09-19,797
1965,,allensbach,1963-05-15,lin,,1965-09-19,858
1965,,allensbach,1965-06-15,lin,,1965-09-19,96
1965,,allensbach,1963-12-15,cdu,43,1965-09-19,644
1965,,allensbach,1965-03-15,gru,,1965-09-19,188
1965,,allensbach,1962-03-15,oth,5,1965-09-19,1284
1965,,allensbach,1965-03-15,lin,,1965-09-19,188
1965,,allensbach,1963-10-15,cdu,49,1965-09-19,705
1965,,allensbach,1964-11-15,gru,,1965-09-19,308
1965,,allensbach,1962-12-15,cdu,44,1965-09-19,1009
1965,,allensbach,1962-09-15,oth,3,1965-09-19,1100
1965,,allensbach,1964-03-15,fdp,7,1965-09-19,553
1965,,allensbach,1963-09-15,lin,,1965-09-19,735
1965,,allensbach,1964-08-15,spd,45,1965-09-19,400
1965,,allensbach,1962-07-15,oth,5,1965-09-19,1162
1965,,allensbach,1962-04-15,cdu,47,1965-09-19,1253
1965,,allensbach,1964-06-15,lin,,1965-09-19,461
1965,,allensbach,1965-01-15,oth,2,1965-09-19,247
1965,,allensbach,1963-09-15,fdp,10,1965-09-19,735
1965,,allensbach,1964-02-15,gru,,1965-09-19,582
1965,,allensbach,1964-09-15,oth,3,1965-09-19,369
1965,,allensbach,1964-08-15,oth,3,1965-09-19,400
1965,,allensbach,1963-02-15,fdp,7,1965-09-19,947
1965,,allensbach,1964-05-15,oth,4,1965-09-19,492
1965,,allensbach,1963-09-15,gru,,1965-09-19,735
1965,,allensbach,1963-11-15,lin,,1965-09-19,674
1965,,allensbach,1964-02-15,oth,3,1965-09-19,582
1965,,allensbach,1964-01-15,oth,3,1965-09-19,613
1965,,allensbach,1965-05-15,cdu,47,1965-09-19,127
1965,,allensbach,1962-02-15,spd,37,1965-09-19,1312
1965,,allensbach,1963-07-15,oth,4,1965-09-19,797
1965,,allensbach,1963-04-15,oth,4,1965-09-19,888
1965,,allensbach,1962-11-15,gru,,1965-09-19,1039
1965,,allensbach,1962-12-15,lin,,1965-09-19,1009
1965,,allensbach,1963-01-15,oth,5,1965-09-19,978
1965,,allensbach,1962-07-15,gru,,1965-09-19,1162
1965,,allensbach,1964-07-15,cdu,45,1965-09-19,431
1965,,allensbach,1962-04-15,gru,,1965-09-19,1253
1965,,allensbach,1965-08-15,gru,,1965-09-19,35
1965,,allensbach,1965-02-15,fdp,7,1965-09-19,216
1965,,allensbach,1964-07-15,spd,42,1965-09-19,431
1965,,allensbach,1962-04-15,oth,4,1965-09-19,1253
1965,,allensbach,1964-05-15,spd,41,1965-09-19,492
1965,,allensbach,1965-05-15,lin,,1965-09-19,127
1965,,allensbach,1964-04-15,spd,41,1965-09-19,522
1965,,allensbach,1964-07-15,fdp,9,1965-09-19,431
1965,,allensbach,1964-06-15,fdp,8,1965-09-19,461
1965,,allensbach,1963-11-15,cdu,47,1965-09-19,674
1965,,allensbach,1963-01-15,cdu,47,1965-09-19,978
1965,,allensbach,1964-08-15,gru,,1965-09-19,400
1965,,allensbach,1964-04-15,fdp,8,1965-09-19,522
1965,,allensbach,1965-08-15,oth,4,1965-09-19,35
1965,,allensbach,1962-07-15,cdu,47,1965-09-19,1162
1965,,allensbach,1962-06-15,cdu,43,1965-09-19,1192
1965,,allensbach,1964-06-15,gru,,1965-09-19,461
1965,,allensbach,1964-12-15,oth,3,1965-09-19,278
1965,,allensbach,1963-07-15,spd,47,1965-09-19,797
1965,,allensbach,1964-05-15,lin,,1965-09-19,492
1965,,allensbach,1964-10-15,oth,1,1965-09-19,339
1965,,allensbach,1963-07-15,fdp,8,1965-09-19,797
1965,,allensbach,1963-05-15,fdp,8,1965-09-19,858
1965,,allensbach,1963-04-15,fdp,8,1965-09-19,888
1965,,allensbach,1964-02-15,lin,,1965-09-19,582
1965,,allensbach,1965-08-15,cdu,45.5,1965-09-19,35
1965,,allensbach,1963-01-15,fdp,7,1965-09-19,978
1965,,allensbach,1963-10-15,lin,,1965-09-19,705
1965,,allensbach,1962-04-15,spd,40,1965-09-19,1253
1965,,allensbach,1962-03-15,spd,39,1965-09-19,1284
1965,,allensbach,1964-06-15,spd,41,1965-09-19,461
1965,,allensbach,1963-02-15,gru,,1965-09-19,947
1965,,allensbach,1963-01-15,gru,,1965-09-19,978
1965,,allensbach,1962-12-15,gru,,1965-09-19,1009
1965,,allensbach,1964-11-15,cdu,45,1965-09-19,308
1965,,allensbach,1964-12-15,cdu,45,1965-09-19,278
1965,,allensbach,1962-03-15,fdp,10,1965-09-19,1284
1965,,allensbach,1964-09-15,cdu,46,1965-09-19,369
1965,,allensbach,1964-08-15,cdu,43,1965-09-19,400
1965,,allensbach,1961-10-15,fdp,12,1965-09-19,1435
1965,,allensbach,1964-09-15,spd,44,1965-09-19,369
1965,,allensbach,1964-05-15,cdu,47,1965-09-19,492
1965,,allensbach,1962-08-15,oth,6,1965-09-19,1131
1965,,allensbach,1964-07-15,lin,,1965-09-19,431
1965,,allensbach,1962-06-15,oth,4,1965-09-19,1192
1965,,allensbach,1964-02-15,cdu,46,1965-09-19,582
1965,,allensbach,1964-01-15,cdu,43,1965-09-19,613
1965,,allensbach,1962-02-15,oth,6,1965-09-19,1312
1965,,allensbach,1965-02-15,lin,,1965-09-19,216
1965,,allensbach,1964-03-15,spd,44,1965-09-19,553
1965,,allensbach,1964-02-15,spd,44,1965-09-19,582
1965,,allensbach,1965-01-15,lin,,1965-09-19,247
1965,,allensbach,1964-12-15,lin,,1965-09-19,278
1965,,allensbach,1964-07-15,gru,,1965-09-19,431
1965,,allensbach,1962-08-15,cdu,45,1965-09-19,1131
1965,,allensbach,1965-06-15,cdu,46,1965-09-19,96
1965,,allensbach,1965-02-15,oth,4,1965-09-19,216
1965,,allensbach,1963-10-15,fdp,6,1965-09-19,705
1965,,allensbach,1963-04-15,spd,45,1965-09-19,888
1965,,allensbach,1964-04-15,lin,,1965-09-19,522
1965,,allensbach,1964-03-15,lin,,1965-09-19,553
1965,,allensbach,1963-01-15,spd,41,1965-09-19,978
1965,,allensbach,1964-01-15,lin,,1965-09-19,613
1965,,allensbach,1962-08-15,spd,41,1965-09-19,1131
1965,,allensbach,1962-12-15,fdp,9,1965-09-19,1009
1965,,allensbach,1965-07-15,cdu,48,1965-09-19,66
1965,,allensbach,1962-02-15,gru,,1965-09-19,1312
1965,,allensbach,1964-04-15,cdu,47,1965-09-19,522
1965,,allensbach,1963-11-15,oth,3,1965-09-19,674
1965,,allensbach,1963-10-15,oth,4,1965-09-19,705
1965,,allensbach,1963-09-15,oth,4,1965-09-19,735
1965,,allensbach,1963-01-15,lin,,1965-09-19,978
